idProtein	IdUniprot	EntryName	ProteinNames	Organism	OrganismID	Length	HasStructure	RepType	SubGroup
302	P33176	KINH_HUMAN	Kinesin-1 heavy chain(Conventional kinesin heavy chain)(Ubiquitous kinesin heavy chain)(Conventional kinesin heavy chain)(Ubiquitous kinesin heavy chain)	Homo sapiens (Human)	9606	963	TRUE	Ank	Partner
303	Darpin_D1	NULL	NULL	NULL	0	169	YES	Ank	Ank
307	1n0q_B	 	 		NULL	NULL	TRUE	Ank	Ank
323	DNA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
324	3b95_P	 	 		NULL	15	TRUE	Ank	peptide
325	2xzd_G	 	 		NULL	136	TRUE	Ank	Ank
326	2xzd_H	 	 		NULL	136	TRUE	Ank	Ank
327	2y0b_G	 	 		NULL	136	TRUE	Ank	Ank
328	2y0b_H	 	 		NULL	136	TRUE	Ank	Ank
336	3noc_D	 	 		NULL	169	TRUE	Ank	Ank
337	3noc_E	 	 		NULL	169	TRUE	Ank	Ank
338	3nog_D	 	 		NULL	169	TRUE	Ank	Ank
339	3nog_E	 	 		NULL	169	TRUE	Ank	Ank
340	3q9n_A	 	 		NULL	141	TRUE	Ank	Ank
341	3q9n_B	 	 		NULL	141	TRUE	Ank	Ank
342	3q9n_C	 	 		NULL	158	TRUE	Ank	Ank
343	3q9n_D	 	 		NULL	158	TRUE	Ank	Ank
344	3q9u_A	 	 		NULL	141	TRUE	Ank	Ank
345	3q9u_B	 	 		NULL	141	TRUE	Ank	Ank
346	3q9u_C	 	 		NULL	158	TRUE	Ank	Ank
347	3q9u_D	 	 		NULL	158	TRUE	Ank	Ank
350	3tws_E	 	 		NULL	16	TRUE	Ank	peptide
351	3tws_F	 	 		NULL	16	TRUE	Ank	peptide
352	3tws_G	 	 		NULL	16	TRUE	Ank	peptide
353	3tws_H	 	 		NULL	16	TRUE	Ank	peptide
354	3twt_E	 	 		NULL	16	TRUE	Ank	peptide
355	3twt_F	 	 		NULL	16	TRUE	Ank	peptide
356	3twt_G	 	 		NULL	16	TRUE	Ank	peptide
357	3twt_H	 	 		NULL	16	TRUE	Ank	peptide
358	3twv_E	 	 		NULL	16	TRUE	Ank	peptide
359	3twv_F	 	 		NULL	16	TRUE	Ank	peptide
360	3twv_G	 	 		NULL	16	TRUE	Ank	peptide
361	3twv_H	 	 		NULL	16	TRUE	Ank	peptide
362	3tww_C	 	 		NULL	16	TRUE	Ank	peptide
363	3tww_D	 	 		NULL	16	TRUE	Ank	peptide
364	3twx_C	 	 		NULL	16	TRUE	Ank	peptide
365	3twx_D	 	 		NULL	16	TRUE	Ank	peptide
366	3zu7_B	 	 		NULL	169	TRUE	Ank	Ank
367	3zuv_B	 	 		NULL	136	TRUE	Ank	Ank
368	3zuv_D	 	 		NULL	136	TRUE	Ank	Ank
369	4atz_D	 	 		NULL	154	TRUE	Ank	Ank
370	4atz_E	 	 		NULL	154	TRUE	Ank	Ank
371	4atz_F	 	 		NULL	154	TRUE	Ank	Ank
372	4b7e_B	 	 		NULL	17	TRUE	Ank	peptide
373	4b7k_B	 	 		NULL	20	TRUE	Ank	peptide
374	4drx_E	 	 		NULL	169	TRUE	Ank	Ank
375	4drx_F	 	 		NULL	169	TRUE	Ank	Ank
376	4dx5_D	 	 		NULL	169	TRUE	Ank	Ank
377	4dx5_E	 	 		NULL	169	TRUE	Ank	Ank
378	4dx7_D	 	 		NULL	169	TRUE	Ank	Ank
379	4dx7_E	 	 		NULL	169	TRUE	Ank	Ank
380	3v79_R	 	 		NULL	19	TRUE	Ank	peptide
381	3v79_X	 	 		NULL	18	TRUE	Ank	peptide
382	3v79_Y	 	 		NULL	18	TRUE	Ank	peptide
383	4f6r_C	 	 		NULL	87	TRUE	Ank	Ank
384	4f6r_D	 	 		NULL	169	TRUE	Ank	Ank
385	Q5ZXN6	ANKX_LEGPH	Ankyrin repeat-containing protein X	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513) 	272624	949	TRUE	Ank	Ank
389	P55210	CASP7_HUMAN	Caspase-7(Apoptotic protease Mch-3)(CMH-1)(ICE-like apoptotic protease 3)(Apoptotic protease Mch-3)(CMH-1)(ICE-like apoptotic protease 3)	Homo sapiens (Human)	9606	303	TRUE	Ank	Partner
390	4jb8_B	 	 		NULL	97	TRUE	Ank	Ank
391	4hrn_A	 	 		NULL	136	TRUE	Ank	Ank
392	4hrn_B	 	 		NULL	136	TRUE	Ank	Ank
399	4gpm_B	 	 		NULL	169	TRUE	Ank	Ank
400	3dep_B	 	 		NULL	12	TRUE	Ank	peptide
401	P04626	ERBB2_HUMAN	Receptor tyrosine-protein kinase erbB-2(Metastatic lymph node gene 19 protein)(Proto-oncogene Neu)(Proto-oncogene c-ErbB-2)(Tyrosine kinase-type cell surface receptor HER2)(p185erbB2)(Metastatic lymph node gene 19 protein)(Proto-oncogene Neu)(Proto-oncogene c-ErbB-2)(Tyrosine kinase-type cell surface receptor HER2)(p185erbB2)	Homo sapiens (Human)	9606	1255	TRUE	Ank	Partner
402	Q63ZY3	KANK2_HUMAN	KN motif and ankyrin repeat domain-containing protein 2(Ankyrin repeat domain-containing protein 25)(Matrix-remodeling-associated protein 3)(SRC-1-interacting protein)(Ankyrin repeat domain-containing protein 25)(Matrix-remodeling-associated protein 3)(SRC-1-interacting protein)	Homo sapiens (Human)	9606	851	TRUE	Ank	Ank
403	4hll_A	 	 		NULL	173	TRUE	Ank	Ank
406	4hrl_A	 	 		NULL	171	TRUE	Ank	Ank
412	4hrm_B	 	 		NULL	172	TRUE	Ank	Ank
413	4hrm_D	 	 		NULL	172	TRUE	Ank	Ank
416	P05750	RS3_YEAST	40S ribosomal protein S3(RP13)(YS3)(RP13)(YS3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Bakers yeast)	559292	240	TRUE	Ank	Partner
417	P46683	YAR1_YEAST	Ankyrin repeat-containing protein YAR1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Bakers yeast)	559292	200	TRUE	Ank	Ank
420	4j7w_A	 	 		NULL	169	TRUE	Ank	Ank
421	4j7w_B	 	 		NULL	169	TRUE	Ank	Ank
422	4j8y_A	 	 		NULL	169	TRUE	Ank	Ank
